Assay_Type	AvgSpotLen	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	Isolate	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	flowcell_barcode	geographic_location_country_and_or_sea_region	gssr_id	instrument_name	isolation_source	lane	lsid	product_order	project	read_group_id	root_sample_id	run_barcode	run_name	sample_id	specific_host	work_request	BioProject	Consent	DATASTORE_provider	LibraryLayout	Platform	SRA_Study
WGS	202	SAMN02333922	BI	sra	SRX343857	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-27	516	347	gut metagenome	2015-08-27	SRR2188488	SRS476191	M2.38.ST	missing	D2464ACXX	missing	290535.0	SL-HAY	Stool	7	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2464.7	SM-3NFOI	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333970	BI	sra	SRX344151	200	Illumina HiSeq 2000	W3.22.ST	RANDOM	METAGENOMIC	Pond-222370	2015-08-27	1172	791	gut metagenome	2015-08-27	SRR2188489	SRS476098	W3.22.ST	missing	D2464ACXX	missing	290519.0	SL-HAY	Stool	6	broadinstitute.org:bsp.prod.sample:3VWMT	PDO-310	G30481	D2464.6	SM-3NFQ1	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWMT	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334173	BI	sra	SRX343364	200	Illumina HiSeq 2000	M2.60.SA	RANDOM	METAGENOMIC	Pond-223675	2015-08-27	34	20	oral metagenome	2015-08-27	SRR2188490	SRS475927	M2.60.SA	missing	D24E8ACXX	missing	292237.0	SL-HBH	Saliva	5	broadinstitute.org:bsp.prod.sample:3W46P	PDO-314	G31098	D24E8.5	SM-3NPND	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W46P	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334040	BI	sra	SRX343753	200	Illumina HiSeq 2000	M2.49.ST	RANDOM	METAGENOMIC	Pond-222388	2015-08-27	517	350	gut metagenome	2015-08-27	SRR2188491	SRS476155	M2.49.ST	missing	D2464ACXX	missing	290536.0	SL-HAY	Stool	2	broadinstitute.org:bsp.prod.sample:3VWNC	PDO-310	G30498	D2464.2	SM-3NFOP	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNC	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333930	BI	sra	SRX343454	200	Illumina HiSeq 2000	W1.HH7.SO	RANDOM	METAGENOMIC	Pond-221525	2015-08-27	721	465	soil metagenome	2015-08-27	SRR2188492	SRS475995	W1.HH7.SO	missing	D246PACXX	missing	290226.0	SL-HAY	Soil	1	broadinstitute.org:bsp.prod.sample:3VVVQ	PDO-309	G30384	D246P.1	SM-3NF7V	D246PACXX130420	130420_SL-HAY_0266_BFCD246PACXX	SM-3VVVQ	missing	35154	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334018	BI	sra	SRX344258	200	Illumina HiSeq 2000	W1.6.ST	RANDOM	METAGENOMIC	Pond-222426	2015-08-27	588	400	gut metagenome	2015-08-27	SRR2188493	SRS476083	W1.6.ST	missing	D2464ACXX	missing	290572.0	SL-HAY	Stool	1	broadinstitute.org:bsp.prod.sample:3VWOF	PDO-310	G30534	D2464.1	SM-3NFP9	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWOF	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333956	BI	sra	SRX343750	200	Illumina HiSeq 2000	M1.6.ST	RANDOM	METAGENOMIC	Pond-222374	2015-08-27	650	441	gut metagenome	2015-08-27	SRR2188494	SRS475586	M1.6.ST	missing	D2464ACXX	missing	290523.0	SL-HAY	Stool	5	broadinstitute.org:bsp.prod.sample:3VWMX	PDO-310	G30485	D2464.5	SM-3NFO8	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWMX	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334166	BI	sra	SRX345364	200	Illumina HiSeq 2000	W1.9.SA	RANDOM	METAGENOMIC	Pond-223657	2015-08-27	66	42	oral metagenome	2015-08-27	SRR2188495	SRS475720	W1.9.SA	missing	D24E8ACXX	missing	292219.0	SL-HBH	Saliva	5	broadinstitute.org:bsp.prod.sample:3W467	PDO-314	G31080	D24E8.5	SM-3NQNI	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W467	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334285	BI	sra	SRX343772	200	Illumina HiSeq 2000	W1.35.SA	RANDOM	METAGENOMIC	Pond-223690	2015-08-27	53	32	oral metagenome	2015-08-27	SRR2188496	SRS476162	W1.35.SA	missing	D24E8ACXX	missing	292251.0	SL-HBH	Saliva	4	broadinstitute.org:bsp.prod.sample:3W475	PDO-314	G31112	D24E8.4	SM-3NQMX	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W475	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333956	BI	sra	SRX343750	200	Illumina HiSeq 2000	M1.6.ST	RANDOM	METAGENOMIC	Pond-222374	2015-08-27	644	434	gut metagenome	2015-08-27	SRR2188497	SRS475586	M1.6.ST	missing	D2464ACXX	missing	290523.0	SL-HAY	Stool	8	broadinstitute.org:bsp.prod.sample:3VWMX	PDO-310	G30485	D2464.8	SM-3NFO8	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWMX	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333928	BI	sra	SRX344597	200	Illumina HiSeq 2000	M1.TAM.SO	RANDOM	METAGENOMIC	Pond-221531	2015-08-27	746	482	soil metagenome	2015-08-27	SRR2188498	SRS476486	M1.TAM.SO	missing	D246PACXX	missing	290232.0	SL-HAY	Soil	7	broadinstitute.org:bsp.prod.sample:3VVVX	PDO-309	G30390	D246P.7	SM-3NF7H	D246PACXX130420	130420_SL-HAY_0266_BFCD246PACXX	SM-3VVVX	missing	35154	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333956	BI	sra	SRX343750	200	Illumina HiSeq 2000	M1.6.ST	RANDOM	METAGENOMIC	Pond-222374	2015-08-27	652	442	gut metagenome	2015-08-27	SRR2188499	SRS475586	M1.6.ST	missing	D2464ACXX	missing	290523.0	SL-HAY	Stool	1	broadinstitute.org:bsp.prod.sample:3VWMX	PDO-310	G30485	D2464.1	SM-3NFO8	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWMX	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334168	BI	sra	SRX343090	200	Illumina HiSeq 2000	M2.41.SA	RANDOM	METAGENOMIC	Pond-223649	2015-08-27	147	72	oral metagenome	2015-08-27	SRR2188500	SRS475670	M2.41.SA	missing	D24E8ACXX	missing	292212.0	SL-HBH	Saliva	1	broadinstitute.org:bsp.prod.sample:3W45Y	PDO-314	G31073	D24E8.1	SM-3NPMV	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W45Y	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333982	BI	sra	SRX343756	200	Illumina HiSeq 2000	W1.42.ST	RANDOM	METAGENOMIC	Pond-222390	2015-08-27	576	391	gut metagenome	2015-08-27	SRR2188501	SRS475545	W1.42.ST	missing	D2464ACXX	missing	290538.0	SL-HAY	Stool	3	broadinstitute.org:bsp.prod.sample:3VWNE	PDO-310	G30500	D2464.3	SM-3NFP6	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNE	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334217	BI	sra	SRX344515	200	Illumina HiSeq 2000	W2.66.SA	RANDOM	METAGENOMIC	Pond-223659	2015-08-27	95	49	oral metagenome	2015-08-27	SRR2188502	SRS476353	W2.66.SA	missing	D24E8ACXX	missing	292221.0	SL-HBH	Saliva	4	broadinstitute.org:bsp.prod.sample:3W469	PDO-314	G31082	D24E8.4	SM-3NQNY	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W469	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333922	BI	sra	SRX343857	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-27	514	346	gut metagenome	2015-08-27	SRR2188503	SRS476191	M2.38.ST	missing	D2464ACXX	missing	290535.0	SL-HAY	Stool	8	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2464.8	SM-3NFOI	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333922	BI	sra	SRX343857	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-27	516	349	gut metagenome	2015-08-27	SRR2188504	SRS476191	M2.38.ST	missing	D2464ACXX	missing	290535.0	SL-HAY	Stool	5	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2464.5	SM-3NFOI	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334168	BI	sra	SRX343090	200	Illumina HiSeq 2000	M2.41.SA	RANDOM	METAGENOMIC	Pond-223649	2015-08-27	148	72	oral metagenome	2015-08-27	SRR2188505	SRS475670	M2.41.SA	missing	D24E8ACXX	missing	292212.0	SL-HBH	Saliva	2	broadinstitute.org:bsp.prod.sample:3W45Y	PDO-314	G31073	D24E8.2	SM-3NPMV	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W45Y	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333983	BI	sra	SRX343670	200	Illumina HiSeq 2000	W2.13.ST	RANDOM	METAGENOMIC	Pond-222394	2015-08-27	561	379	gut metagenome	2015-08-27	SRR2188506	SRS475664	W2.13.ST	missing	D2464ACXX	missing	290542.0	SL-HAY	Stool	7	broadinstitute.org:bsp.prod.sample:3VWNI	PDO-310	G30504	D2464.7	SM-3NFQ3	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNI	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333930	BI	sra	SRX343454	200	Illumina HiSeq 2000	W1.HH7.SO	RANDOM	METAGENOMIC	Pond-221525	2015-08-27	726	467	soil metagenome	2015-08-27	SRR2188507	SRS475995	W1.HH7.SO	missing	D246PACXX	missing	290226.0	SL-HAY	Soil	6	broadinstitute.org:bsp.prod.sample:3VVVQ	PDO-309	G30384	D246P.6	SM-3NF7V	D246PACXX130420	130420_SL-HAY_0266_BFCD246PACXX	SM-3VVVQ	missing	35154	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333983	BI	sra	SRX343670	200	Illumina HiSeq 2000	W2.13.ST	RANDOM	METAGENOMIC	Pond-222394	2015-08-27	564	384	gut metagenome	2015-08-27	SRR2188508	SRS475664	W2.13.ST	missing	D2464ACXX	missing	290542.0	SL-HAY	Stool	2	broadinstitute.org:bsp.prod.sample:3VWNI	PDO-310	G30504	D2464.2	SM-3NFQ3	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNI	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333982	BI	sra	SRX343756	200	Illumina HiSeq 2000	W1.42.ST	RANDOM	METAGENOMIC	Pond-222390	2015-08-27	578	389	gut metagenome	2015-08-27	SRR2188509	SRS475545	W1.42.ST	missing	D2464ACXX	missing	290538.0	SL-HAY	Stool	7	broadinstitute.org:bsp.prod.sample:3VWNE	PDO-310	G30500	D2464.7	SM-3NFP6	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNE	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333999	BI	sra	SRX345112	200	Illumina HiSeq 2000	W1.33.ST	RANDOM	METAGENOMIC	Pond-222413	2015-08-27	494	335	gut metagenome	2015-08-27	SRR2188510	SRS476192	W1.33.ST	missing	D2464ACXX	missing	290560.0	SL-HAY	Stool	4	broadinstitute.org:bsp.prod.sample:3VWO2	PDO-310	G30522	D2464.4	SM-3NFOZ	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWO2	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333928	BI	sra	SRX344597	200	Illumina HiSeq 2000	M1.TAM.SO	RANDOM	METAGENOMIC	Pond-221531	2015-08-27	731	466	soil metagenome	2015-08-27	SRR2188511	SRS476486	M1.TAM.SO	missing	D246PACXX	missing	290232.0	SL-HAY	Soil	4	broadinstitute.org:bsp.prod.sample:3VVVX	PDO-309	G30390	D246P.4	SM-3NF7H	D246PACXX130420	130420_SL-HAY_0266_BFCD246PACXX	SM-3VVVX	missing	35154	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334168	BI	sra	SRX343090	200	Illumina HiSeq 2000	M2.41.SA	RANDOM	METAGENOMIC	Pond-223649	2015-08-27	149	73	oral metagenome	2015-08-27	SRR2188512	SRS475670	M2.41.SA	missing	D24E8ACXX	missing	292212.0	SL-HBH	Saliva	8	broadinstitute.org:bsp.prod.sample:3W45Y	PDO-314	G31073	D24E8.8	SM-3NPMV	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W45Y	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334040	BI	sra	SRX343753	200	Illumina HiSeq 2000	M2.49.ST	RANDOM	METAGENOMIC	Pond-222388	2015-08-27	523	353	gut metagenome	2015-08-27	SRR2188513	SRS476155	M2.49.ST	missing	D2464ACXX	missing	290536.0	SL-HAY	Stool	3	broadinstitute.org:bsp.prod.sample:3VWNC	PDO-310	G30498	D2464.3	SM-3NFOP	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNC	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333956	BI	sra	SRX343750	200	Illumina HiSeq 2000	M1.6.ST	RANDOM	METAGENOMIC	Pond-222374	2015-08-27	652	443	gut metagenome	2015-08-27	SRR2188514	SRS475586	M1.6.ST	missing	D2464ACXX	missing	290523.0	SL-HAY	Stool	4	broadinstitute.org:bsp.prod.sample:3VWMX	PDO-310	G30485	D2464.4	SM-3NFO8	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWMX	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333983	BI	sra	SRX343670	200	Illumina HiSeq 2000	W2.13.ST	RANDOM	METAGENOMIC	Pond-222394	2015-08-27	555	377	gut metagenome	2015-08-27	SRR2188515	SRS475664	W2.13.ST	missing	D2464ACXX	missing	290542.0	SL-HAY	Stool	4	broadinstitute.org:bsp.prod.sample:3VWNI	PDO-310	G30504	D2464.4	SM-3NFQ3	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNI	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334018	BI	sra	SRX344258	200	Illumina HiSeq 2000	W1.6.ST	RANDOM	METAGENOMIC	Pond-222426	2015-08-27	591	403	gut metagenome	2015-08-27	SRR2188516	SRS476083	W1.6.ST	missing	D2464ACXX	missing	290572.0	SL-HAY	Stool	3	broadinstitute.org:bsp.prod.sample:3VWOF	PDO-310	G30534	D2464.3	SM-3NFP9	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWOF	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333928	BI	sra	SRX344597	200	Illumina HiSeq 2000	M1.TAM.SO	RANDOM	METAGENOMIC	Pond-221531	2015-08-27	721	458	soil metagenome	2015-08-27	SRR2188517	SRS476486	M1.TAM.SO	missing	D246PACXX	missing	290232.0	SL-HAY	Soil	3	broadinstitute.org:bsp.prod.sample:3VVVX	PDO-309	G30390	D246P.3	SM-3NF7H	D246PACXX130420	130420_SL-HAY_0266_BFCD246PACXX	SM-3VVVX	missing	35154	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333982	BI	sra	SRX343756	200	Illumina HiSeq 2000	W1.42.ST	RANDOM	METAGENOMIC	Pond-222390	2015-08-27	576	389	gut metagenome	2015-08-27	SRR2188518	SRS475545	W1.42.ST	missing	D2464ACXX	missing	290538.0	SL-HAY	Stool	1	broadinstitute.org:bsp.prod.sample:3VWNE	PDO-310	G30500	D2464.1	SM-3NFP6	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNE	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334040	BI	sra	SRX343753	200	Illumina HiSeq 2000	M2.49.ST	RANDOM	METAGENOMIC	Pond-222388	2015-08-27	498	335	gut metagenome	2015-08-27	SRR2188519	SRS476155	M2.49.ST	missing	D2464ACXX	missing	290536.0	SL-HAY	Stool	8	broadinstitute.org:bsp.prod.sample:3VWNC	PDO-310	G30498	D2464.8	SM-3NFOP	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNC	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333922	BI	sra	SRX343857	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-27	509	344	gut metagenome	2015-08-27	SRR2188520	SRS476191	M2.38.ST	missing	D2464ACXX	missing	290535.0	SL-HAY	Stool	4	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2464.4	SM-3NFOI	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333970	BI	sra	SRX344151	200	Illumina HiSeq 2000	W3.22.ST	RANDOM	METAGENOMIC	Pond-222370	2015-08-27	1154	780	gut metagenome	2015-08-27	SRR2188521	SRS476098	W3.22.ST	missing	D2464ACXX	missing	290519.0	SL-HAY	Stool	1	broadinstitute.org:bsp.prod.sample:3VWMT	PDO-310	G30481	D2464.1	SM-3NFQ1	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWMT	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334040	BI	sra	SRX343753	200	Illumina HiSeq 2000	M2.49.ST	RANDOM	METAGENOMIC	Pond-222388	2015-08-27	511	343	gut metagenome	2015-08-27	SRR2188522	SRS476155	M2.49.ST	missing	D2464ACXX	missing	290536.0	SL-HAY	Stool	7	broadinstitute.org:bsp.prod.sample:3VWNC	PDO-310	G30498	D2464.7	SM-3NFOP	D2464ACXX130420	130420_SL-HAY_0265_AFCD2464ACXX	SM-3VWNC	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334188	BI	sra	SRX343718	200	Illumina HiSeq 2000	M2.40.SA	RANDOM	METAGENOMIC	Pond-223732	2015-08-27	55	34	oral metagenome	2015-08-27	SRR2188523	SRS476025	M2.40.SA	missing	D24E8ACXX	missing	292291.0	SL-HBH	Saliva	4	broadinstitute.org:bsp.prod.sample:3W48C	PDO-314	G31152	D24E8.4	SM-3NPMU	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W48C	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334262	BI	sra	SRX345417	200	Illumina HiSeq 2000	M2.42.SA	RANDOM	METAGENOMIC	Pond-223661	2015-08-27	34	21	oral metagenome	2015-08-27	SRR2188667	SRS476281	M2.42.SA	missing	D24E8ACXX	missing	292223.0	SL-HBH	Saliva	4	broadinstitute.org:bsp.prod.sample:3W46B	PDO-314	G31084	D24E8.4	SM-3NPMW	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W46B	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334261	BI	sra	SRX343855	200	Illumina HiSeq 2000	M2.39.SA	RANDOM	METAGENOMIC	Pond-223684	2015-08-27	41	24	oral metagenome	2015-08-27	SRR2188668	SRS476190	M2.39.SA	missing	D24E8ACXX	missing	292245.0	SL-HBH	Saliva	6	broadinstitute.org:bsp.prod.sample:3W46Y	PDO-314	G31106	D24E8.6	SM-3NPMR	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W46Y	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334171	BI	sra	SRX344304	200	Illumina HiSeq 2000	M2.50.SA	RANDOM	METAGENOMIC	Pond-223733	2015-08-27	40	24	oral metagenome	2015-08-27	SRR2188669	SRS476124	M2.50.SA	missing	D24E8ACXX	missing	292292.0	SL-HBH	Saliva	3	broadinstitute.org:bsp.prod.sample:3W48D	PDO-314	G31153	D24E8.3	SM-3NPN3	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W48D	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334271	BI	sra	SRX343861	200	Illumina HiSeq 2000	W3.20.SA	RANDOM	METAGENOMIC	Pond-223743	2015-08-27	67	38	oral metagenome	2015-08-27	SRR2188670	SRS476172	W3.20.SA	missing	D24E8ACXX	missing	292302.0	SL-HBH	Saliva	8	broadinstitute.org:bsp.prod.sample:3W48N	PDO-314	G31163	D24E8.8	SM-3NQO6	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W48N	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334268	BI	sra	SRX345330	200	Illumina HiSeq 2000	W1.23.SA	RANDOM	METAGENOMIC	Pond-223689	2015-08-27	57	34	oral metagenome	2015-08-27	SRR2188671	SRS476005	W1.23.SA	missing	D24E8ACXX	missing	292250.0	SL-HBH	Saliva	6	broadinstitute.org:bsp.prod.sample:3W474	PDO-314	G31111	D24E8.6	SM-3NQMP	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W474	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334271	BI	sra	SRX343861	200	Illumina HiSeq 2000	W3.20.SA	RANDOM	METAGENOMIC	Pond-223743	2015-08-27	70	40	oral metagenome	2015-08-27	SRR2188672	SRS476172	W3.20.SA	missing	D24E8ACXX	missing	292302.0	SL-HBH	Saliva	7	broadinstitute.org:bsp.prod.sample:3W48N	PDO-314	G31163	D24E8.7	SM-3NQO6	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W48N	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334171	BI	sra	SRX344304	200	Illumina HiSeq 2000	M2.50.SA	RANDOM	METAGENOMIC	Pond-223733	2015-08-27	39	24	oral metagenome	2015-08-27	SRR2188673	SRS476124	M2.50.SA	missing	D24E8ACXX	missing	292292.0	SL-HBH	Saliva	5	broadinstitute.org:bsp.prod.sample:3W48D	PDO-314	G31153	D24E8.5	SM-3NPN3	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W48D	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334261	BI	sra	SRX343855	200	Illumina HiSeq 2000	M2.39.SA	RANDOM	METAGENOMIC	Pond-223684	2015-08-27	41	24	oral metagenome	2015-08-27	SRR2188674	SRS476190	M2.39.SA	missing	D24E8ACXX	missing	292245.0	SL-HBH	Saliva	5	broadinstitute.org:bsp.prod.sample:3W46Y	PDO-314	G31106	D24E8.5	SM-3NPMR	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W46Y	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334268	BI	sra	SRX345330	200	Illumina HiSeq 2000	W1.23.SA	RANDOM	METAGENOMIC	Pond-223689	2015-08-27	59	35	oral metagenome	2015-08-27	SRR2188675	SRS476005	W1.23.SA	missing	D24E8ACXX	missing	292250.0	SL-HBH	Saliva	7	broadinstitute.org:bsp.prod.sample:3W474	PDO-314	G31111	D24E8.7	SM-3NQMP	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W474	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334284	BI	sra	SRX343052	200	Illumina HiSeq 2000	W1.29.SA	RANDOM	METAGENOMIC	Pond-223654	2015-08-27	51	29	oral metagenome	2015-08-27	SRR2188676	SRS475635	W1.29.SA	missing	D24E8ACXX	missing	292216.0	SL-HBH	Saliva	2	broadinstitute.org:bsp.prod.sample:3W464	PDO-314	G31077	D24E8.2	SM-3NQMU	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W464	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334171	BI	sra	SRX344304	200	Illumina HiSeq 2000	M2.50.SA	RANDOM	METAGENOMIC	Pond-223733	2015-08-27	39	24	oral metagenome	2015-08-27	SRR2188677	SRS476124	M2.50.SA	missing	D24E8ACXX	missing	292292.0	SL-HBH	Saliva	6	broadinstitute.org:bsp.prod.sample:3W48D	PDO-314	G31153	D24E8.6	SM-3NPN3	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W48D	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334262	BI	sra	SRX345417	200	Illumina HiSeq 2000	M2.42.SA	RANDOM	METAGENOMIC	Pond-223661	2015-08-27	36	22	oral metagenome	2015-08-27	SRR2188678	SRS476281	M2.42.SA	missing	D24E8ACXX	missing	292223.0	SL-HBH	Saliva	1	broadinstitute.org:bsp.prod.sample:3W46B	PDO-314	G31084	D24E8.1	SM-3NPMW	D24E8ACXX130422	130422_SL-HBH_0286_AFCD24E8ACXX	SM-3W46B	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
