"","SRR","Date","Candidate","Scaffolds","Split.Site.1","Split.Site.2","Supporting.Split.Reads","Supporting.Read.Pairs.first.in.pair."
"9","SRR2187350","2013-05-23","A","BACT_1002|gi|224993717|ref|NZ_ACFY01000026.1|",15061,20521,"SRR2187350.1856069.1,SRR2187350.1393709.2,SRR2187350.1856069.2,SRR2187350.4244442.2","SRR2187350.4244442"
"10","SRR2187350","2013-05-23","A","BACT_413|gi|163805958|ref|NZ_ABGC03000027.1|",9527,12666,"SRR2187350.5070484.1,SRR2187350.3069147.2,SRR2187350.5070484.2,SRR2187350.705306.2",""
"11","SRR2187350","2013-05-23","A","BACT_1002|gi|224993861|ref|NZ_ACFY01000170.1|",38387,41441,"SRR2187350.4046935.1,SRR2187350.1227003.2,SRR2187350.2277025.2,SRR2187350.4046935.2,SRR2187350.4417120.2,SRR2187350.59478.2","SRR2187350.1636419,SRR2187350.1227003"
"12","SRR2187350","2013-05-23","A","BACT_539|gi|238922432|ref|NC_012781.1|",1493480,1495385,"SRR2187350.4246824.1,SRR2187350.1204165.2,SRR2187350.1821251.2,SRR2187350.2317377.2,SRR2187350.2953839.2,SRR2187350.5318621.2","SRR2187350.1318876,SRR2187350.1204165,SRR2187350.1657296"
"13","SRR2187350","2013-05-23","A","BACT_539|gi|238922432|ref|NC_012781.1|",3209542,3211447,"SRR2187350.4181601.1,SRR2187350.5088775.1,SRR2187350.3058963.2,SRR2187350.5239523.2",""
"14","SRR2187350","2013-05-23","A","BACT_546|gi|160943395|ref|NZ_ABED02000021.1|",21439,31255,"SRR2187350.2919312.1,SRR2187350.458069.1,SRR2187350.4345595.2,SRR2187350.4531055.2,SRR2187350.5148632.2","SRR2187350.4032766,SRR2187350.4531055"
"15","SRR2187350","2013-05-23","A","BACT_413|gi|163805973|ref|NZ_ABGC03000042.1|",480460,482065,"SRR2187350.1343405.1,SRR2187350.1524866.1,SRR2187350.1674249.1,SRR2187350.1343405.2,SRR2187350.1524866.2,SRR2187350.4923968.2","SRR2187350.4847528,SRR2187350.1250474"
"16","SRR2187350","2013-05-23","A","BACT_539|gi|238922432|ref|NC_012781.1|",1151184,1187806,"SRR2187350.4053319.1,SRR2187350.420873.1,SRR2187350.4485584.1,SRR2187350.4053319.2","SRR2187350.4525111,SRR2187350.988351"
"17","SRR2187350","2013-05-23","A","BACT_1002|gi|224993722|ref|NZ_ACFY01000031.1|",4235,7513,"SRR2187350.3029104.1,SRR2187350.3994797.1,SRR2187350.4806634.1,SRR2187350.112470.2,SRR2187350.3029104.2,SRR2187350.3688595.2","SRR2187350.436325"
"18","SRR2187350","2013-05-23","A","BACT_413|gi|163805951|ref|NZ_ABGC03000020.1|",29255,30830,"SRR2187350.2635849.1,SRR2187350.3191120.1,SRR2187350.2245150.2,SRR2187350.2560676.2,SRR2187350.2635849.2,SRR2187350.4142632.2,SRR2187350.5172622.2",""
"19","SRR2187350","2013-05-23","A","BACT_1002|gi|224993782|ref|NZ_ACFY01000091.1|",48562,50309,"SRR2187350.2495535.1,SRR2187350.741166.1,SRR2187350.2495535.2,SRR2187350.4021475.2",""
"20","SRR2187350","2013-05-23","A","BACT_1002|gi|224993784|ref|NZ_ACFY01000093.1|",10027,11134,"SRR2187350.2086142.1,SRR2187350.3000148.1,SRR2187350.3750647.1,SRR2187350.3818943.1,SRR2187350.834612.1",""
"21","SRR2187350","2013-05-23","A","BACT_413|gi|163805942|ref|NZ_ABGC03000011.1|",12689,14562,"SRR2187350.1936254.1,SRR2187350.3127282.1,SRR2187350.1216290.2,SRR2187350.2963325.2,SRR2187350.3127282.2,SRR2187350.4190006.2","SRR2187350.1216290"
"22","SRR2187350","2013-05-23","A","BACT_413|gi|163805963|ref|NZ_ABGC03000032.1|",139265,140839,"SRR2187350.1220282.1,SRR2187350.2897905.1,SRR2187350.3360886.1,SRR2187350.3801317.1,SRR2187350.1326957.2,SRR2187350.3360886.2,SRR2187350.3584622.2,SRR2187350.3801317.2,SRR2187350.707578.2","SRR2187350.3584622"
"23","SRR2187350","2013-05-23","A","BACT_413|gi|163805962|ref|NZ_ABGC03000031.1|",9187,10671,"SRR2187350.3462118.1,SRR2187350.5000616.1,SRR2187350.5172572.1,SRR2187350.5334189.1,SRR2187350.809084.1,SRR2187350.1865266.2,SRR2187350.3462118.2,SRR2187350.471193.2,SRR2187350.5334189.2,SRR2187350.537760.2","SRR2187350.3408141,SRR2187350.2769289,SRR2187350.4402450,SRR2187350.5206700,SRR2187350.537760"
"24","SRR2187350","2013-05-23","A","BACT_413|gi|163805973|ref|NZ_ABGC03000042.1|",381974,384899,"SRR2187350.1766672.1,SRR2187350.1980967.1,SRR2187350.4586940.1,SRR2187350.2972764.2","SRR2187350.484886"
"25","SRR2187350","2013-05-23","A","BACT_413|gi|163805971|ref|NZ_ABGC03000040.1|",113552,115686,"SRR2187350.3365731.1,SRR2187350.3642668.1,SRR2187350.3927099.1,SRR2187350.483464.1,SRR2187350.3927099.2,SRR2187350.483464.2",""
"26","SRR2187350","2013-05-23","A","BACT_539|gi|238922432|ref|NC_012781.1|",1900318,1902191,"SRR2187350.3316389.1,SRR2187350.3352108.1,SRR2187350.4217329.1,SRR2187350.4597627.1,SRR2187350.2403695.2,SRR2187350.3316389.2",""
"27","SRR2187350","2013-05-23","A","BACT_413|gi|163805972|ref|NZ_ABGC03000041.1|",36784,83369,"SRR2187350.2586564.1,SRR2187350.5342671.1,SRR2187350.2495141.2,SRR2187350.2586564.2,SRR2187350.3157230.2,SRR2187350.5342671.2",""
"28","SRR2187350","2013-05-23","A","BACT_282|gi|226334739|ref|NZ_ABWN01000020.1|",37411,44914,"SRR2187350.2696160.1,SRR2187350.3628679.1,SRR2187350.4533448.1,SRR2187350.4969995.1,SRR2187350.3628679.2,SRR2187350.3792323.2,SRR2187350.5203810.2","SRR2187350.1151527"
"29","SRR2187350","2013-05-23","A","BACT_539|gi|238922432|ref|NC_012781.1|",567392,585792,"SRR2187350.1882763.1,SRR2187350.3027284.1,SRR2187350.3851316.1,SRR2187350.4506983.1,SRR2187350.576269.1,SRR2187350.576269.2","SRR2187350.273316,SRR2187350.3874140,SRR2187350.863239"
"30","SRR2187350","2013-05-23","A","BACT_413|gi|163805954|ref|NZ_ABGC03000023.1|",170446,173459,"SRR2187350.1055558.1,SRR2187350.135904.1,SRR2187350.1695629.1,SRR2187350.3816463.1,SRR2187350.4346829.1,SRR2187350.4502196.1,SRR2187350.4665930.1,SRR2187350.4671913.1,SRR2187350.4960386.1,SRR2187350.5260771.1,SRR2187350.2707277.2,SRR2187350.3816463.2,SRR2187350.4109756.2,SRR2187350.4339643.2,SRR2187350.4502196.2","SRR2187350.4109756,SRR2187350.4769436,SRR2187350.1086668,SRR2187350.2893971"
"31","SRR2187350","2013-05-23","A","BACT_1002|gi|224993842|ref|NZ_ACFY01000151.1|",2971,6357,"SRR2187350.1049214.1,SRR2187350.1168061.1,SRR2187350.2587462.1,SRR2187350.259523.1,SRR2187350.4846037.1,SRR2187350.5227919.1,SRR2187350.2587462.2,SRR2187350.259523.2,SRR2187350.2885390.2,SRR2187350.3867962.2,SRR2187350.4110278.2,SRR2187350.4846037.2","SRR2187350.3930029,SRR2187350.1213453,SRR2187350.2885390,SRR2187350.5177201"
"32","SRR2187350","2013-05-23","A","BACT_1002|gi|224993843|ref|NZ_ACFY01000152.1|",40330,42249,"SRR2187350.3628505.1,SRR2187350.937935.1,SRR2187350.3628505.2,SRR2187350.4130824.2,SRR2187350.4733518.2","SRR2187350.1796776,SRR2187350.3994195"
"33","SRR2187350","2013-05-23","A","BACT_413|gi|163805973|ref|NZ_ABGC03000042.1|",169339,191881,"SRR2187350.2527228.1,SRR2187350.2895167.1,SRR2187350.2912852.1,SRR2187350.3991420.1,SRR2187350.4046791.1,SRR2187350.876138.1,SRR2187350.948532.1,SRR2187350.2402706.2,SRR2187350.2527228.2,SRR2187350.2746249.2,SRR2187350.445684.2,SRR2187350.4566172.2,SRR2187350.876138.2","SRR2187350.4188846"
"34","SRR2187350","2013-05-23","A","BACT_546|gi|160944587|ref|NZ_ABED02000028.1|",113442,114904,"SRR2187350.249189.1,SRR2187350.2655603.1,SRR2187350.368334.1,SRR2187350.4417539.1,SRR2187350.4799129.1,SRR2187350.179675.2,SRR2187350.249189.2,SRR2187350.3713398.2,SRR2187350.4417539.2","SRR2187350.179675,SRR2187350.3713398"
"35","SRR2187350","2013-05-23","A","BACT_1001|gi|239935061|ref|NZ_ABYJ02000254.1|",6606,9257,"SRR2187350.2314188.1,SRR2187350.3312293.1,SRR2187350.3906889.1,SRR2187350.1920898.2",""
"36","SRR2187350","2013-05-23","A","BACT_1002|gi|224993721|ref|NZ_ACFY01000030.1|",8846,11704,"SRR2187350.2309861.1,SRR2187350.4517820.1,SRR2187350.1454844.2,SRR2187350.2309861.2,SRR2187350.2493892.2,SRR2187350.4369687.2,SRR2187350.5314401.2,SRR2187350.673451.2","SRR2187350.2493892"
"37","SRR2187350","2013-05-23","A","BACT_539|gi|238922432|ref|NC_012781.1|",1198337,1211368,"SRR2187350.1902647.1,SRR2187350.2066514.1,SRR2187350.5082199.1,SRR2187350.997548.1,SRR2187350.5082199.2","SRR2187350.3761728"
"38","SRR2187350","2013-05-23","A","BACT_413|gi|163805954|ref|NZ_ABGC03000023.1|",203463,211013,"SRR2187350.1374483.1,SRR2187350.3054890.1,SRR2187350.3214238.1,SRR2187350.5145191.1,SRR2187350.927714.1,SRR2187350.129023.2,SRR2187350.1374483.2,SRR2187350.3333394.2","SRR2187350.12792,SRR2187350.3654188,SRR2187350.2932974,SRR2187350.3333394"
"39","SRR2187350","2013-05-23","A","BACT_539|gi|238922432|ref|NC_012781.1|",1069269,1071234,"SRR2187350.1230713.1,SRR2187350.1165297.2,SRR2187350.2459111.2,SRR2187350.4728685.2,SRR2187350.74666.2","SRR2187350.2459111,SRR2187350.5082835,SRR2187350.5266847,SRR2187350.4728685"
"284","SRR2244714","2013-05-23","A",NA,NA,NA,NA,NA
"285","SRR2246432","2013-05-23","A",NA,NA,NA,NA,NA
"286","SRR2247054","2013-05-23","A",NA,NA,NA,NA,NA
"315","SRR2247088","2013-05-23","A",NA,NA,NA,NA,NA
"207","SRR2199667","2013-05-30","A",NA,NA,NA,NA,NA
"255","SRR2237579","2013-05-30","A",NA,NA,NA,NA,NA
"256","SRR2236818","2013-05-30","A",NA,NA,NA,NA,NA
"257","SRR2236779","2013-05-30","A",NA,NA,NA,NA,NA
"258","SRR2236874","2013-05-30","A",NA,NA,NA,NA,NA
"167","SRR2191162","2013-06-06","A",NA,NA,NA,NA,NA
"265","SRR2237798","2013-06-06","A",NA,NA,NA,NA,NA
"266","SRR2237602","2013-06-06","A",NA,NA,NA,NA,NA
"267","SRR2237332","2013-06-06","A",NA,NA,NA,NA,NA
"268","SRR2236748","2013-06-06","A",NA,NA,NA,NA,NA
"176","SRR2194602","2013-06-13","A",NA,NA,NA,NA,NA
"195","SRR2221896","2013-06-13","A",NA,NA,NA,NA,NA
"196","SRR2221610","2013-06-13","A",NA,NA,NA,NA,NA
"197","SRR2221497","2013-06-13","A",NA,NA,NA,NA,NA
"198","SRR2221470","2013-06-13","A",NA,NA,NA,NA,NA
"189","SRR2199346","2013-07-12","A",NA,NA,NA,NA,NA
"224","SRR2227814","2013-07-12","A",NA,NA,NA,NA,NA
"225","SRR2227946","2013-07-12","A",NA,NA,NA,NA,NA
"226","SRR2227953","2013-07-12","A",NA,NA,NA,NA,NA
"227","SRR2227978","2013-07-12","A",NA,NA,NA,NA,NA
"171","SRR2191118","2013-07-13","A",NA,NA,NA,NA,NA
"277","SRR2243831","2013-07-13","A",NA,NA,NA,NA,NA
"278","SRR2246343","2013-07-13","A",NA,NA,NA,NA,NA
"279","SRR2243498","2013-07-13","A",NA,NA,NA,NA,NA
"314","SRR2247287","2013-07-13","A",NA,NA,NA,NA,NA
"169","SRR2191120","2013-07-14","A",NA,NA,NA,NA,NA
"228","SRR2237776","2013-07-14","A",NA,NA,NA,NA,NA
"229","SRR2237807","2013-07-14","A",NA,NA,NA,NA,NA
"230","SRR2236841","2013-07-14","A",NA,NA,NA,NA,NA
"231","SRR2237095","2013-07-14","A",NA,NA,NA,NA,NA
"113","SRR2187356","2013-07-15","A","BACT_196|gi|150002608|ref|NC_009614.1|",1646547,1649077,"SRR2187356.2174082.1,SRR2187356.2678223.1,SRR2187356.4410793.1,SRR2187356.4717748.1,SRR2187356.4857175.1,SRR2187356.859414.1,SRR2187356.1505757.2,SRR2187356.1589800.2,SRR2187356.2174082.2,SRR2187356.4410793.2",""
"114","SRR2187356","2013-07-15","A","BACT_1002|gi|224993722|ref|NZ_ACFY01000031.1|",4235,7513,"SRR2187356.1459402.1,SRR2187356.1948443.1,SRR2187356.3214725.1,SRR2187356.1459402.2","SRR2187356.3936839"
"115","SRR2187356","2013-07-15","A","BACT_1312|gi|293371863|ref|NZ_ADMO01000094.1|",15204,17309,"SRR2187356.1416770.1,SRR2187356.2077802.1,SRR2187356.224455.1,SRR2187356.22897.1,SRR2187356.2983732.1,SRR2187356.689160.1,SRR2187356.86744.1,SRR2187356.104967.2,SRR2187356.1213984.2,SRR2187356.3905181.2,SRR2187356.505223.2,SRR2187356.86744.2","SRR2187356.104967,SRR2187356.3719915,SRR2187356.3905181"
"116","SRR2187356","2013-07-15","A","BACT_1025|gi|138261675|ref|NZ_AAVP02000009.1|",83316,84798,"SRR2187356.1114721.1,SRR2187356.1114721.2,SRR2187356.1636567.2,SRR2187356.3481360.2","SRR2187356.1636567,SRR2187356.2075192"
"117","SRR2187356","2013-07-15","A","BACT_1025|gi|138261419|ref|NZ_AAVP02000002.1|",222277,223885,"SRR2187356.3763632.2,SRR2187356.3803262.2,SRR2187356.4603882.2,SRR2187356.4624398.2","SRR2187356.4631537,SRR2187356.4603882"
"118","SRR2187356","2013-07-15","A","BACT_183|gi|197304101|ref|NZ_ABQC02000021.1|",184865,186761,"SRR2187356.2935515.1,SRR2187356.4364596.1,SRR2187356.1227761.2,SRR2187356.4407803.2","SRR2187356.1547201,SRR2187356.1936049"
"119","SRR2187356","2013-07-15","A","BACT_852|gi|145218676|ref|NZ_AAXE02000002.1|",153138,161920,"SRR2187356.280289.1,SRR2187356.3089461.1,SRR2187356.974943.1,SRR2187356.280289.2",""
"291","SRR2237429","2013-07-15","A",NA,NA,NA,NA,NA
"292","SRR2246319","2013-07-15","A",NA,NA,NA,NA,NA
"293","SRR2246437","2013-07-15","A",NA,NA,NA,NA,NA
"294","SRR2244202","2013-07-15","A",NA,NA,NA,NA,NA
"200","SRR2194943","2013-08-01","A",NA,NA,NA,NA,NA
"245","SRR2245616","2013-08-01","A",NA,NA,NA,NA,NA
"246","SRR2245559","2013-08-01","A",NA,NA,NA,NA,NA
"247","SRR2243811","2013-08-01","A",NA,NA,NA,NA,NA
"248","SRR2244495","2013-08-01","A",NA,NA,NA,NA,NA
"1","SRR2187348","2013-08-02","A","BACT_194|gi|163805996|ref|NZ_ABFZ02000022.1|",281397,282722,"SRR2187348.4013966.1,SRR2187348.5509446.1,SRR2187348.6218918.1,SRR2187348.3097890.2",""
"2","SRR2187348","2013-08-02","A","BACT_546|gi|160943395|ref|NZ_ABED02000021.1|",21439,31255,"SRR2187348.4604596.1,SRR2187348.338372.2,SRR2187348.3498162.2,SRR2187348.3514761.2,SRR2187348.7004780.2","SRR2187348.3514761"
"3","SRR2187348","2013-08-02","A","BACT_196|gi|150002608|ref|NC_009614.1|",1646547,1649077,"SRR2187348.1685512.1,SRR2187348.2600800.1,SRR2187348.1943032.2,SRR2187348.2600800.2,SRR2187348.3129670.2,SRR2187348.3791931.2,SRR2187348.4142889.2,SRR2187348.5060069.2",""
"4","SRR2187348","2013-08-02","A","BACT_1002|gi|224993722|ref|NZ_ACFY01000031.1|",4235,7513,"SRR2187348.1054779.1,SRR2187348.2615382.1,SRR2187348.3632069.1,SRR2187348.4208502.1,SRR2187348.4260262.1,SRR2187348.1663296.2,SRR2187348.3632069.2,SRR2187348.3846825.2,SRR2187348.3981638.2,SRR2187348.4997073.2,SRR2187348.6279675.2,SRR2187348.928334.2","SRR2187348.928334,SRR2187348.4078556,SRR2187348.6279675,SRR2187348.2867320,SRR2187348.4756075"
"5","SRR2187348","2013-08-02","A","BACT_1025|gi|138261675|ref|NZ_AAVP02000009.1|",23984,31701,"SRR2187348.2765072.1,SRR2187348.2891315.1,SRR2187348.2891315.2,SRR2187348.5762130.2","SRR2187348.5762130"
"6","SRR2187348","2013-08-02","A","BACT_183|gi|197304101|ref|NZ_ABQC02000021.1|",184865,186761,"SRR2187348.1023086.1,SRR2187348.1723119.1,SRR2187348.2553578.1,SRR2187348.3332937.1,SRR2187348.4045713.1,SRR2187348.4444586.1,SRR2187348.5203665.1,SRR2187348.6445099.1,SRR2187348.6632475.1,SRR2187348.901669.1,SRR2187348.2553578.2,SRR2187348.4349103.2,SRR2187348.5038282.2,SRR2187348.5203665.2,SRR2187348.7151018.2","SRR2187348.6026890,SRR2187348.7151018"
"7","SRR2187348","2013-08-02","A","BACT_1021|gi|146386218|ref|NZ_AAYG02000002.1|",52528,98490,"SRR2187348.3409280.1,SRR2187348.3409280.2,SRR2187348.564082.2,SRR2187348.6199907.2",""
"208","SRR2227830","2013-08-02","A",NA,NA,NA,NA,NA
"209","SRR2227862","2013-08-02","A",NA,NA,NA,NA,NA
"210","SRR2227867","2013-08-02","A",NA,NA,NA,NA,NA
"211","SRR2227900","2013-08-02","A",NA,NA,NA,NA,NA
"157","SRR2193889","2013-08-03","A","BACT_196|gi|150002608|ref|NC_009614.1|",1646547,1649077,"SRR2193889.146011.1,SRR2193889.1989940.1,SRR2193889.2055348.1,SRR2193889.2726935.1,SRR2193889.2813671.1,SRR2193889.2949034.1,SRR2193889.576089.1,SRR2193889.146011.2,SRR2193889.1557654.2,SRR2193889.1671845.2,SRR2193889.2166169.2,SRR2193889.218968.2,SRR2193889.2814974.2,SRR2193889.541413.2,SRR2193889.572411.2","SRR2193889.1277415,SRR2193889.1051520,SRR2193889.2814974"
"158","SRR2193889","2013-08-03","A","BACT_1021|gi|146386227|ref|NZ_AAYG02000011.1|",33831,35684,"SRR2193889.597857.1,SRR2193889.1031999.2,SRR2193889.2810218.2,SRR2193889.626148.2","SRR2193889.281459,SRR2193889.626148,SRR2193889.1178733"
"159","SRR2193889","2013-08-03","A","BACT_1312|gi|293371863|ref|NZ_ADMO01000094.1|",15204,17309,"SRR2193889.1524912.1,SRR2193889.1743245.1,SRR2193889.2863693.1,SRR2193889.1524912.2,SRR2193889.1743245.2,SRR2193889.2004131.2","SRR2193889.1633604"
"160","SRR2193889","2013-08-03","A","BACT_1021|gi|146386233|ref|NZ_AAYG02000017.1|",15575,54785,"SRR2193889.1728170.1,SRR2193889.1957392.1,SRR2193889.2180593.1,SRR2193889.2627128.1,SRR2193889.2733482.1,SRR2193889.2905346.1,SRR2193889.661785.1,SRR2193889.1165382.2,SRR2193889.2627128.2,SRR2193889.511027.2","SRR2193889.1165382"
"161","SRR2193889","2013-08-03","A","BACT_1021|gi|146386239|ref|NZ_AAYG02000023.1|",43380,44428,"SRR2193889.2381347.1,SRR2193889.827705.1,SRR2193889.2149740.2,SRR2193889.2279571.2","SRR2193889.2149740,SRR2193889.1137329"
"162","SRR2193889","2013-08-03","A","BACT_1021|gi|146386248|ref|NZ_AAYG02000032.1|",119849,121483,"SRR2193889.1258754.1,SRR2193889.1880227.1,SRR2193889.2242551.1,SRR2193889.1012407.2,SRR2193889.322195.2","SRR2193889.1739817,SRR2193889.1012407"
"163","SRR2193889","2013-08-03","A","BACT_1021|gi|146386232|ref|NZ_AAYG02000016.1|",28974,64467,"SRR2193889.1141451.1,SRR2193889.1467988.1,SRR2193889.2530903.1,SRR2193889.326309.1,SRR2193889.1043256.2,SRR2193889.1141451.2,SRR2193889.2705565.2,SRR2193889.2910252.2,SRR2193889.492526.2,SRR2193889.964636.2,SRR2193889.983000.2","SRR2193889.492526,SRR2193889.2599426,SRR2193889.2705565"
"164","SRR2193889","2013-08-03","A","BACT_1021|gi|146386218|ref|NZ_AAYG02000002.1|",52528,98490,"SRR2193889.1850646.2,SRR2193889.2161035.2,SRR2193889.2856443.2,SRR2193889.2951226.2","SRR2193889.2951226,SRR2193889.2474619"
"165","SRR2193889","2013-08-03","A","BACT_1021|gi|146386226|ref|NZ_AAYG02000010.1|",14996,45499,"SRR2193889.1657458.1,SRR2193889.1943098.1,SRR2193889.2763265.1,SRR2193889.1657458.2,SRR2193889.2076208.2,SRR2193889.58820.2","SRR2193889.2293608,SRR2193889.684181,SRR2193889.2076208"
"166","SRR2193889","2013-08-03","A","BACT_1021|gi|146386243|ref|NZ_AAYG02000027.1|",100932,102261,"SRR2193889.2917793.1,SRR2193889.534108.1,SRR2193889.1151281.2,SRR2193889.2506613.2,SRR2193889.2899687.2,SRR2193889.887430.2","SRR2193889.2701202,SRR2193889.887430"
"303","SRR2227972","2013-08-03","A",NA,NA,NA,NA,NA
"304","SRR2227839","2013-08-03","A",NA,NA,NA,NA,NA
"305","SRR2227856","2013-08-03","A",NA,NA,NA,NA,NA
"306","SRR2227863","2013-08-03","A",NA,NA,NA,NA,NA
"175","SRR2193932","2013-08-04","A",NA,NA,NA,NA,NA
"240","SRR2244294","2013-08-04","A",NA,NA,NA,NA,NA
"241","SRR2237603","2013-08-04","A",NA,NA,NA,NA,NA
"242","SRR2237518","2013-08-04","A",NA,NA,NA,NA,NA
"307","SRR2247323","2013-08-04","A",NA,NA,NA,NA,NA
"168","SRR2191104","2013-08-06","A",NA,NA,NA,NA,NA
"287","SRR2236840","2013-08-06","A",NA,NA,NA,NA,NA
"288","SRR2237780","2013-08-06","A",NA,NA,NA,NA,NA
"289","SRR2237506","2013-08-06","A",NA,NA,NA,NA,NA
"290","SRR2237548","2013-08-06","A",NA,NA,NA,NA,NA
"201","SRR2198979","2013-08-07","A",NA,NA,NA,NA,NA
"253","SRR2245677","2013-08-07","A",NA,NA,NA,NA,NA
"254","SRR2244035","2013-08-07","A",NA,NA,NA,NA,NA
"310","SRR2248005","2013-08-07","A",NA,NA,NA,NA,NA
"311","SRR2247143","2013-08-07","A",NA,NA,NA,NA,NA
"141","SRR2193432","2013-08-09","A",NA,NA,NA,NA,NA
"185","SRR2223614","2013-08-09","A",NA,NA,NA,NA,NA
"186","SRR2223610","2013-08-09","A",NA,NA,NA,NA,NA
"187","SRR2223885","2013-08-09","A",NA,NA,NA,NA,NA
"188","SRR2223679","2013-08-09","A",NA,NA,NA,NA,NA
"204","SRR2194056","2013-08-10","A",NA,NA,NA,NA,NA
"216","SRR2246741","2013-08-10","A",NA,NA,NA,NA,NA
"217","SRR2244772","2013-08-10","A",NA,NA,NA,NA,NA
"218","SRR2244009","2013-08-10","A",NA,NA,NA,NA,NA
"219","SRR2243655","2013-08-10","A",NA,NA,NA,NA,NA
"202","SRR2198950","2013-08-11","A",NA,NA,NA,NA,NA
"295","SRR2237350","2013-08-11","A",NA,NA,NA,NA,NA
"296","SRR2236877","2013-08-11","A",NA,NA,NA,NA,NA
"297","SRR2237463","2013-08-11","A",NA,NA,NA,NA,NA
"298","SRR2237651","2013-08-11","A",NA,NA,NA,NA,NA
"120","SRR2189225","2013-08-18","A","BACT_191|gi|223713124|gb|ACDR01000053.1|",303,41309,"SRR2189225.3704819.1,SRR2189225.1302881.2,SRR2189225.2508199.2,SRR2189225.3319096.2","SRR2189225.3319096,SRR2189225.3428252,SRR2189225.1302881"
"121","SRR2189225","2013-08-18","A","BACT_194|gi|163805994|ref|NZ_ABFZ02000020.1|",325232,326695,"SRR2189225.2314014.1,SRR2189225.2509226.1,SRR2189225.3055147.1,SRR2189225.5535846.1","SRR2189225.816431"
"122","SRR2189225","2013-08-18","A","BACT_196|gi|150002608|ref|NC_009614.1|",1646547,1649077,"SRR2189225.1950964.1,SRR2189225.2283397.1,SRR2189225.2738096.1,SRR2189225.2815097.1,SRR2189225.3073967.1,SRR2189225.3580173.1,SRR2189225.3953528.1,SRR2189225.5104046.1,SRR2189225.5266350.1,SRR2189225.5843952.1,SRR2189225.598962.1,SRR2189225.6062967.1,SRR2189225.208046.2,SRR2189225.2283397.2,SRR2189225.2738096.2,SRR2189225.3580173.2,SRR2189225.3953528.2,SRR2189225.4169799.2,SRR2189225.5266350.2,SRR2189225.5843952.2,SRR2189225.805242.2","SRR2189225.2490953,SRR2189225.805242,SRR2189225.208046"
"123","SRR2189225","2013-08-18","A","BACT_1312|gi|293371863|ref|NZ_ADMO01000094.1|",15204,17309,"SRR2189225.5320113.1,SRR2189225.5324351.1,SRR2189225.6011752.1,SRR2189225.5320113.2,SRR2189225.5324351.2",""
"124","SRR2189225","2013-08-18","A","BACT_539|gi|238922432|ref|NC_012781.1|",1151184,1187806,"SRR2189225.226072.1,SRR2189225.2960542.1,SRR2189225.3390260.1,SRR2189225.4720809.1,SRR2189225.903419.1,SRR2189225.2960542.2,SRR2189225.4844993.2,SRR2189225.811928.2","SRR2189225.4672429"
"125","SRR2189225","2013-08-18","A","BACT_183|gi|197304101|ref|NZ_ABQC02000021.1|",184865,186761,"SRR2189225.1207622.1,SRR2189225.2629865.1,SRR2189225.3272645.1,SRR2189225.3808983.1,SRR2189225.4870952.1,SRR2189225.5411815.1,SRR2189225.1676298.2,SRR2189225.1965386.2,SRR2189225.3785147.2,SRR2189225.5053889.2,SRR2189225.5156345.2,SRR2189225.5364261.2","SRR2189225.4707074,SRR2189225.1965386"
"126","SRR2189225","2013-08-18","A","BACT_194|gi|163805997|ref|NZ_ABFZ02000023.1|",438325,439650,"SRR2189225.4296921.1,SRR2189225.1407809.2,SRR2189225.2918838.2,SRR2189225.5334236.2","SRR2189225.2662112,SRR2189225.5334236"
"127","SRR2189225","2013-08-18","A","BACT_539|gi|238922432|ref|NC_012781.1|",1069269,1071234,"SRR2189225.4897522.1,SRR2189225.1202065.2,SRR2189225.2664553.2,SRR2189225.3011628.2","SRR2189225.1381407,SRR2189225.3011628,SRR2189225.1202065"
"128","SRR2189225","2013-08-18","A","BACT_194|gi|163805997|ref|NZ_ABFZ02000023.1|",129836,131161,"SRR2189225.3070607.1,SRR2189225.404266.1,SRR2189225.5249480.1,SRR2189225.5249480.2",""
"243","SRR2243898","2013-08-18","A",NA,NA,NA,NA,NA
"244","SRR2244606","2013-08-18","A",NA,NA,NA,NA,NA
"308","SRR2247073","2013-08-18","A",NA,NA,NA,NA,NA
"309","SRR2249082","2013-08-18","A",NA,NA,NA,NA,NA
"172","SRR2191481","2013-09-08","A",NA,NA,NA,NA,NA
"269","SRR2237819","2013-09-08","A",NA,NA,NA,NA,NA
"270","SRR2237564","2013-09-08","A",NA,NA,NA,NA,NA
"271","SRR2237573","2013-09-08","A",NA,NA,NA,NA,NA
"272","SRR2237414","2013-09-08","A",NA,NA,NA,NA,NA
"173","SRR2193568","2013-09-22","A",NA,NA,NA,NA,NA
"190","SRR2221494","2013-09-22","A",NA,NA,NA,NA,NA
"191","SRR2221637","2013-09-22","A",NA,NA,NA,NA,NA
"192","SRR2221723","2013-09-22","A",NA,NA,NA,NA,NA
"193","SRR2221879","2013-09-22","A",NA,NA,NA,NA,NA
"40","SRR2187351","2013-10-06","A","BACT_1002|gi|224993852|ref|NZ_ACFY01000161.1|",5930,7460,"SRR2187351.3495800.1,SRR2187351.4308442.1,SRR2187351.2344727.2,SRR2187351.3275195.2","SRR2187351.3464494,SRR2187351.763153,SRR2187351.3525427,SRR2187351.3275195,SRR2187351.2344727"
"41","SRR2187351","2013-10-06","A","BACT_418|gi|139436870|ref|NZ_AAVN02000001.1|",376164,377526,"SRR2187351.2460794.1,SRR2187351.3196708.1,SRR2187351.2460794.2,SRR2187351.591718.2",""
